comment,tokenized_comment,comment_without_stopword,stopword,translated_tokenized_comment,translated_comment_without_stopword,translated_stopword,pos_tagged_tokenized_comment,pos_tagged_comment_without_stopword,pos_tagged_stopword
খুব সুন্দর লাগছে,"['খুব', 'সুন্দর', 'লাগছে']","['সুন্দর', 'লাগছে']",['খুব'],"['Very', 'Beautiful', 'Look']","['Beautiful', 'Look']",['Very'],"['RB', 'JJ', 'NN']","['JJ', 'NN']",['RB']
আল্লাহ জান্নাত নছিব করুক,"['আল্লাহ', 'জান্নাত', 'নছিব', 'করুক']","['আল্লাহ', 'জান্নাত', 'নছিব', 'করুক']",[],"['Allah', 'Paradise', 'Nasal', 'Do']","['Allah', 'Paradise', 'Nasal', 'Do']",[],"['NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",[]
তুমি কি কম নাকি সুন্দরী,"['তুমি', 'কি', 'কম', 'নাকি', 'সুন্দরী']","['তুমি', 'কি', 'কম', 'নাকি', 'সুন্দরী']",[],"['You', 'What', 'Low', 'Or', 'Beautiful']","['You', 'What', 'Low', 'Or', 'Beautiful']",[],"['PRP', 'WP', 'NNP', 'CC', 'NNP']","['PRP', 'WP', 'NNP', 'CC', 'NNP']",[]
কুরআন কেউ তেলাওয়াত করলে সেটা শুনতে হয়,"['কুরআন', 'কেউ', 'তেলাওয়াত', 'করলে', 'সেটা', 'শুনতে', 'হয়']","['কুরআন', 'কেউ', 'তেলাওয়াত', 'করলে', 'শুনতে', 'হয়']",['সেটা'],"[""Qur'an"", 'None', 'Recitation', 'Do', 'That', 'Listen', 'Is']","[""Qur'an"", 'None', 'Recitation', 'Do', 'Listen', 'Is']",['That'],"['NNP', 'NNP', 'NNP', 'VBP', 'DT', 'NNP', 'VBZ']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ']",['DT']
একটু ভিন্নধর্মী গল্প তবে শ্যালো কন্টেন্ট!,"['একটু', 'ভিন্নধর্মী', 'গল্প', 'তবে', 'শ্যালো', 'কন্টেন্ট']","['ভিন্নধর্মী', 'গল্প', 'শ্যালো', 'কন্টেন্ট']","['একটু', 'তবে']","['A little', 'Different', 'Story', 'But', 'Shallo', 'Content']","['Different', 'Story', 'Shallo', 'Content']","['A little', 'But']","['NNP', 'NNP', 'NNP', 'CC', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']","['NNS', 'CC']"
গামায়নি,['গামায়নি'],['গামায়নি'],[],['Gamble'],['Gamble'],[],['NN'],['NN'],[]
এটা সবাই জানে পরী!,"['এটা', 'সবাই', 'জানে', 'পরী']","['সবাই', 'জানে', 'পরী']",['এটা'],"['It', 'Everyone', 'Know', 'Fairy']","['Everyone', 'Know', 'Fairy']",['It'],"['PRP', 'NNP', 'NNP', 'NNP']","['NN', 'NNP', 'NNP']",['PRP']
চুলটা বেধে রাখলে আরও সুন্দর লাগত।।,"['চুলটা', 'বেধে', 'রাখলে', 'আরও', 'সুন্দর', 'লাগত']","['চুলটা', 'বেধে', 'রাখলে', 'সুন্দর', 'লাগত']",['আরও'],"['Hair', 'Thick', 'Keeping', 'More', 'Beautiful', 'Seemed']","['Hair', 'Thick', 'Keeping', 'Beautiful', 'Seemed']",['More'],"['NNP', 'NNP', 'NNP', 'RBR', 'NNP', 'VBD']","['NNP', 'NNP', 'NNP', 'NNP', 'VBD']",['RBR']
একটাও ভালো কমেন্ট পেলাম না।,"['একটাও', 'ভালো', 'কমেন্ট', 'পেলাম', 'না']","['একটাও', 'পেলাম', 'না']","['ভালো', 'কমেন্ট']","['One', 'Good', 'Comment', 'I got', 'Not']","['One', 'I got', 'Not']","['Good', 'Comment']","['CD', 'JJ', 'NNP', 'NNP', 'RB']","['CD', 'NNP', 'RB']","['JJ', 'NN']"
এই গুলাও নিউজ হয় ‍,"['এই', 'গুলাও', 'নিউজ', 'হয়']","['এই', 'গুলাও', 'নিউজ', 'হয়']",[],"['This', 'Gulp', 'News', 'Is']","['This', 'Gulp', 'News', 'Is']",[],"['DT', 'NNP', 'NNP', 'VBZ']","['DT', 'NNP', 'NNP', 'VBZ']",[]
সাধ পাইলাম,"['সাধ', 'পাইলাম']","['সাধ', 'পাইলাম']",[],"['Pursuit', 'Polam']","['Pursuit', 'Polam']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
সাহসী রমণীএগিয়ে যাও বোন ,"['সাহসী', 'রমণীএগিয়ে', 'যাও', 'বোন']","['সাহসী', 'রমণীএগিয়ে', 'যাও']",['বোন'],"['Brave', 'Lady', 'In', 'Sister']","['Brave', 'Lady', 'In']",['Sister'],"['NNP', 'NNP', 'IN', 'NNP']","['NNP', 'NNP', 'IN']",['NN']
ইনশা আল্লাহ্ দেখব,"['ইনশা', 'আল্লাহ্', 'দেখব']","['ইনশা', 'আল্লাহ্', 'দেখব']",[],"['Insha', 'God', 'See']","['Insha', 'God', 'See']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
ভাল্লাগছে;;;,['ভাল্লাগছে'],['ভাল্লাগছে'],[],['Breeze'],['Breeze'],[],['NN'],['NN'],[]
ভালোবাসার মাএা দিন দিন বৃদ্ধি পাচ্ছে প্রিয়,"['ভালোবাসার', 'মাএা', 'দিন', 'দিন', 'বৃদ্ধি', 'পাচ্ছে', 'প্রিয়']","['ভালোবাসার', 'মাএা', 'বৃদ্ধি', 'পাচ্ছে', 'প্রিয়']","['দিন', 'দিন']","['Love', 'Mother', 'Day', 'Day', 'Increase', 'Getting', 'Beloved']","['Love', 'Mother', 'Increase', 'Getting', 'Beloved']","['Day', 'Day']","['VB', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['VB', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP']"
জয় হোক মানবতার ,"['জয়', 'হোক', 'মানবতার']","['জয়', 'হোক', 'মানবতার']",[],"['Conquest', 'Anyway', 'Humanity']","['Conquest', 'Anyway', 'Humanity']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
আলহামদুলিল্লাহ ,['আলহামদুলিল্লাহ'],['আলহামদুলিল্লাহ'],[],['Alhamdulillah'],['Alhamdulillah'],[],['NN'],['NN'],[]
মাশাআল্লাহ আজ পুরাই ক্রাশ খাইছি।,"['মাশাআল্লাহ', 'আজ', 'পুরাই', 'ক্রাশ', 'খাইছি']","['মাশাআল্লাহ', 'পুরাই', 'ক্রাশ', 'খাইছি']",['আজ'],"['Masha Allah', 'Today', 'Completely', 'Crush', 'Eat']","['Masha Allah', 'Completely', 'Crush', 'Eat']",['Today'],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",['NN']
আগের থেকে বড় হয়েছে,"['আগের', 'থেকে', 'বড়', 'হয়েছে']","['আগের', 'থেকে', 'বড়', 'হয়েছে']",[],"['Before', 'From', 'Great', 'Have been']","['Before', 'From', 'Great', 'Have been']",[],"['IN', 'NNP', 'NNP', 'NNP']","['IN', 'NNP', 'NNP', 'NNP']",[]
মোস্তাফিজুর রহমান ওয়াও নাইছ,"['মোস্তাফিজুর', 'রহমান', 'ওয়াও', 'নাইছ']","['মোস্তাফিজুর', 'রহমান', 'ওয়াও', 'নাইছ']",[],"['Mostafizur', 'Rahman', 'Wow', 'Not']","['Mostafizur', 'Rahman', 'Wow', 'Not']",[],"['NNP', 'NNP', 'NNP', 'RB']","['NNP', 'NNP', 'NNP', 'RB']",[]
তোমার পোস্ট দেখতে ইদানীং বিরক্ত লাগে!!,"['তোমার', 'পোস্ট', 'দেখতে', 'ইদানীং', 'বিরক্ত', 'লাগে']","['তোমার', 'দেখতে', 'ইদানীং', 'লাগে']","['পোস্ট', 'বিরক্ত']","['Your', 'Post', 'See', 'Lately', 'Disturbed', 'Take']","['Your', 'See', 'Lately', 'Take']","['Post', 'Disturbed']","['PRP$', 'NNP', 'NNP', 'RB', 'VBD', 'VB']","['PRP$', 'NNP', 'RB', 'VBP']","['NN', 'NNP']"
স্যার আমি আপনার দীর্ঘায়ু কামনা করি,"['স্যার', 'আমি', 'আপনার', 'দীর্ঘায়ু', 'কামনা', 'করি']","['স্যার', 'আপনার', 'দীর্ঘায়ু', 'কামনা', 'করি']",['আমি'],"['Sir', 'I', 'Yours', 'Longevity', 'Desire', 'Doer']","['Sir', 'Yours', 'Longevity', 'Desire', 'Doer']",['I'],"['NNP', 'PRP', 'VBP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']",['PRP']
আসলেই কি আজীবন স্মরণ রাখবে ,"['আসলেই', 'কি', 'আজীবন', 'স্মরণ', 'রাখবে']","['আসলেই', 'আজীবন', 'স্মরণ', 'রাখবে']",['কি'],"['In fact', 'What', 'Lifetime', 'Recollection', 'Keep']","['In fact', 'আজীবন', 'Recollection', 'Keep']",['What'],"['NNP', 'WP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",['WP']
শেষটা এমন কেনো হয় ,"['শেষটা', 'এমন', 'কেনো', 'হয়']","['শেষটা', 'এমন', 'কেনো', 'হয়']",[],"['End', 'Such', 'Why', 'Is']","['End', 'Such', 'Why', 'Is']",[],"['NN', 'JJ', 'WRB', 'NN']","['NN', 'JJ', 'WRB', 'NN']",[]
শর্টফিল্মের নামটা পছন্দ হইছে ,"['শর্টফিল্মের', 'নামটা', 'পছন্দ', 'হইছে']","['শর্টফিল্মের', 'নামটা', 'পছন্দ', 'হইছে']",[],"['Shortfilm', 'Name', 'Choice', 'Beyond']","['Shortfilm', 'Name', 'Choice', 'Beyond']",[],"['NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",[]
আল্লাহ্ আপনাকে হেদায়েত দান করুক আমিন,"['আল্লাহ্', 'আপনাকে', 'হেদায়েত', 'দান', 'করুক', 'আমিন']","['আল্লাহ্', 'আপনাকে', 'হেদায়েত', 'দান', 'করুক', 'আমিন']",[],"['God', 'You', 'Guidance', 'Donation', 'Do', 'Amin']","['God', 'You', 'Guidance', 'Donation', 'Do', 'Amin']",[],"['NNP', 'PRP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'PRP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
ধন্যবাদ ভূল বুজতে পারার জন্য,"['ভূল', 'বুজতে', 'পারার', 'জন্য']","['ধন্যবাদ', 'ভূল', 'বুজতে', 'পারার', 'জন্য']",[],"['Mischievous', 'In the meantime', 'Can', 'For']","['Thank you', 'Mischievous', 'In the meantime', 'Can', 'For']",[],"['JJ', 'NNP', 'MD', 'IN']","['NNP', 'NNP', 'NNP', 'MD', 'IN']",[]
পরিবেশ কত্ত সুন্দর টান দিলেই খুলে যাবে,"['পরিবেশ', 'কত্ত', 'সুন্দর', 'টান', 'দিলেই', 'খুলে', 'যাবে']","['পরিবেশ', 'কত্ত', 'টান', 'দিলেই', 'খুলে', 'যাবে']",['সুন্দর'],"['Environment', 'Ate', 'Beautiful', 'Pull', 'Dilly', 'Open', 'Go']","['Environment', 'Ate', 'Pull', 'Dilly', 'Open', 'Go']",['Beautiful'],"['JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']",['JJ']
বান্টুদা ভাই,"['বান্টুদা', 'ভাই']",['বান্টুদা'],['ভাই'],"['Bantuda', 'Brother']",['Bantuda'],['Brother'],"['NNP', 'NNP']",['NNP'],['NN']
সুপার জুটি,"['সুপার', 'জুটি']","['সুপার', 'জুটি']",[],"['Superintendent', 'Pair']","['Superintendent', 'Pair']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
সকাল সকাল এতো সাজুগুজু কেরে।,"['সকাল', 'সকাল', 'এতো', 'সাজুগুজু', 'কেরে']","['সকাল', 'সকাল', 'এতো', 'সাজুগুজু', 'কেরে']",[],"['In the morning', 'In the morning', 'So', 'Sajuguzu', 'Karma']","['In the morning', 'In the morning', 'So', 'Sajuguzu', 'Karma']",[],"['VBG', 'NNP', 'NNP', 'NNP', 'NNP']","['VBG', 'NNP', 'NNP', 'NNP', 'NNP']",[]
এই শো টা সত্যি অনেক মিস করবো,"['এই', 'শো', 'টা', 'সত্যি', 'অনেক', 'মিস', 'করবো']","['শো', 'টা', 'মিস', 'করবো']","['এই', 'সত্যি', 'অনেক']","['This', 'Show', 'T', 'True', 'Many', 'Miss', 'I will']","['Show', 'T', 'মিস', 'I will']","['This', 'True', 'Many']","['DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']","['DT', 'NNP', 'NNP']"
আল্লাহ্ তরে হেদায়েত করুন আমিন,"['আল্লাহ্', 'তরে', 'হেদায়েত', 'করুন', 'আমিন']","['আল্লাহ্', 'তরে', 'হেদায়েত', 'করুন', 'আমিন']",[],"['God', 'On the bottom', 'Guidance', 'Do', 'Amin']","['God', 'On the bottom', 'Guidance', 'Do', 'Amin']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
আমার তখন ৫,"['আমার', 'তখন', '৫']","['আমার', 'তখন', '৫']",[],"['Me', 'Then', '1']","['Me', 'Then', '1']",[],"['NNP', 'RB', 'CD']","['NNP', 'RB', 'CD']",[]
আকাশের পরি,"['আকাশের', 'পরি']","['আকাশের', 'পরি']",[],"['Sky', 'Pronunciation']","['Sky', 'Pronunciation']",[],"['NNP', 'NN']","['NNP', 'NN']",[]
শোয়েব আখতারআফ্রিদী আসলে ভালো লাগতো,"['শোয়েব', 'আখতারআফ্রিদী', 'আসলে', 'ভালো', 'লাগতো']","['শোয়েব', 'আখতারআফ্রিদী', 'ভালো', 'লাগতো']",['আসলে'],"['Show', 'Akhtar', 'In fact', 'Good', 'Seem']","['Show', 'Akhtar', 'Good', 'Seem']",['In fact'],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",['NN']
তোর কপালে টিপ চাঁদ,"['তোর', 'কপালে', 'টিপ', 'চাঁদ']","['তোর', 'কপালে', 'টিপ', 'চাঁদ']",[],"['You', 'Forehead', 'Tip', 'Moon']","['You', 'Forehead', 'Tip', 'Moon']",[],"['PRP', 'VBP', 'NNP', 'NNP']","['PRP', 'VBP', 'NNP', 'NNP']",[]
নায়িকাদের মত লাগছে,"['নায়িকাদের', 'মত', 'লাগছে']","['নায়িকাদের', 'মত', 'লাগছে']",[],"['Heroine', 'Opinion', 'Look']","['Heroine', 'Opinion', 'Look']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
ইনশা-আল্লাহ্,"['ইনশা', 'আল্লাহ্']","['ইনশা', 'আল্লাহ্']",[],"['Insha', 'God']","['Insha', 'God']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
কমেন্ট পড়তে আসছি দারুন মজা পাইলাম।,"['কমেন্ট', 'পড়তে', 'আসছি', 'দারুন', 'মজা', 'পাইলাম']","['পড়তে', 'আসছি', 'দারুন', 'মজা', 'পাইলাম']",['কমেন্ট'],"['Comment', 'Read', 'Come', 'Well', 'Fun', 'Polam']","['Read', 'Come', 'Well', 'Fun', 'Polam']",['Comment'],"['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']",['NN']
বাংলাতে লিখা যেতোনা,"['বাংলাতে', 'লিখা', 'যেতোনা']","['বাংলাতে', 'লিখা', 'যেতোনা']",[],"['In Bangla', 'Write', 'Not to go']","['In Bangla', 'Write', 'Not to go']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
ওকে বস,"['ওকে', 'বস']","['ওকে', 'বস']",[],"['OK', 'Camouflage']","['OK', 'Camouflage']",[],"['JJ', 'NN']","['JJ', 'NN']",[]
ডয়চে ভেলেতুমি বড়ই মেইস্ট্রিম খুব বেশি মেইন্সট্রিম।।।,"['ডয়চে', 'ভেলেতুমি', 'বড়ই', 'মেইস্ট্রিম', 'খুব', 'বেশি', 'মেইন্সট্রিম']","['ডয়চে', 'ভেলেতুমি', 'বড়ই', 'মেইস্ট্রিম', 'মেইন্সট্রিম']","['খুব', 'বেশি']","['Deutch', 'Bhelatumi', 'Great', 'Mestrim', 'Very', 'More', 'Mainstream']","['Deutch', 'Bhelatumi', 'Great', 'Mestrim', 'Mainstream']","['Very', 'More']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['RB', 'JJR']"
প্রিয় মাশরাফি বিন মুর্তজা বাংলাদেশের গর্ব,"['প্রিয়', 'মাশরাফি', 'বিন', 'মুর্তজা', 'বাংলাদেশের', 'গর্ব']","['প্রিয়', 'মাশরাফি', 'বিন', 'মুর্তজা', 'বাংলাদেশের', 'গর্ব']",[],"['Beloved', 'Mashrafe', 'Bin', 'Murtaza', 'Bangladesh', 'Pride']","['Beloved', 'Mashrafe', 'Bin', 'Murtaza', 'Bangladesh', 'Pride']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
প্রতিটা মেয়েই তার বাবার কাছে রাজকন্যা। ,"['প্রতিটা', 'মেয়েই', 'তার', 'বাবার', 'কাছে', 'রাজকন্যা']","['প্রতিটা', 'মেয়েই', 'তার', 'বাবার', 'কাছে', 'রাজকন্যা']",[],"['Every one', 'Girl', 'Herself', 'Father', 'Near', 'Princess']","['Every one', 'Girl', 'Herself', 'Father', 'Near', 'Princess']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
ভারত থেকে কি ভাবে টাকা পাঠাব।:///100011557215362//993592927702605/__=1&_=1586529280013115&_=__&=,"['ভারত', 'থেকে', 'কি', 'ভাবে', 'টাকা', 'পাঠাব']","['ভারত', 'ভাবে', 'টাকা', 'পাঠাব']","['থেকে', 'কি']","['India', 'From', 'What', 'By way', 'Money', 'Send']","['India', 'By way', 'Money', 'Send']","['From', 'What']","['NNP', 'NNP', 'WP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']","['IN', 'WP']"
